60;Moscow;9.120;1
19;Moscow;100.0;0
48;Kazan;10.73;1
0;Moscow;0.0;0
0;Moscow;0.0;0
15;Moscow;11.33;0
15;Moscow;4.377;0
15;Moscow;4.433;0
17;Moscow;9.130;0
50;Kazan;15.64;1
21;Kazan;17.89;0
48;Moscow;10.39;1
45;Penza;10.60;1
