0;Piter;100.004;0
39;Penza;13.736;1
30;Piter;100.009;0
43;Penza;17.81;1
41;Moscow;53.476;1
0;Piter;119.67;0
43;Penza;14.12;1
41;Penza;16.03;1
39;Penza;11.337;1
39;Penza;11.552;1
39;Penza;15.42;1
39;Penza;12.408;1
39;Penza;17.181;1
39;Samara;21.867;1
39;Saratov;65.114;1
48;Kazan;70.387;1
0;Kazan;137.803;0
49;Saratov;33.677;1
18;Moscow;100.014;0
0;Moscow;119.485;0
48;Kazan;20.051;1
